Time [CPU]User% [CPU]Nice% [CPU]Sys% [CPU]Wait% [CPU]Irq% [CPU]Soft% [CPU]Steal% [CPU]Idle% [CPU]Totl% [CPU]Guest% [CPU]GuestN% [CPU]Intrpt/sec [CPU]Ctx/sec [CPU]Proc/sec [CPU]ProcQue [CPU]ProcRun [CPU]L-Avg1 [CPU]L-Avg5 [CPU]L-Avg15 [CPU]RunTot [CPU]BlkTot [MEM]Tot [MEM]Used [MEM]Free [MEM]Shared [MEM]Buf [MEM]Cached [MEM]Slab [MEM]Map [MEM]Anon [MEM]Commit [MEM]Locked [MEM]SwapTot [MEM]SwapUsed [MEM]SwapFree [MEM]SwapIn [MEM]SwapOut [MEM]Dirty [MEM]Clean [MEM]Laundry [MEM]Inactive [MEM]PageIn [MEM]PageOut [MEM]PageFaults [MEM]PageMajFaults [MEM]HugeTotal [MEM]HugeFree [MEM]HugeRsvd [MEM]SUnreclaim [DSK]ReadTot [DSK]WriteTot [DSK]OpsTot [DSK]ReadKBTot [DSK]WriteKBTot [DSK]KbTot [DSK]ReadMrgTot [DSK]WriteMrgTot [DSK]MrgTot
0 2 0 0 0 0 0 0 98 2 0 0 1161 1321 10 713 0 14.95 18.75 24.94 0 1 131804000 114288752 17515248 58296 1576 83357616 1399420 28492 28584392 2615776 0 0 0 0 0 0 7020 0 0 82908164 5156 0 3480 14 0 0 0 146464 45 0 45 4660 0 4660 0 0 0
1 1 0 0 0 0 0 0 99 1 0 0 815 1455 8 719 0 13.83 18.45 24.81 2 0 131804000 114310700 17493300 58296 1576 83369684 1399484 33484 28591784 2629380 0 0 0 0 0 0 7028 0 0 82920128 12654 0 4403 16 0 0 0 146464 126 0 126 13158 0 13158 1 0 1
2 0 1 1 1 0 0 0 98 2 0 0 1387 2562 64 783 1 13.83 18.45 24.81 1 0 131804000 115499956 16304044 58296 1576 83385040 1399580 33644 29692668 5480144 0 0 0 0 0 0 7044 0 0 82935812 15368 0 79805 0 0 0 0 146464 194 0 194 15376 0 15376 0 0 0
3 0 2 0 0 0 0 0 97 3 0 0 1264 631 2 783 2 13.83 18.45 24.81 1 0 131804000 116021172 15782828 58296 1576 83385092 1399616 33604 30286688 5998056 0 0 0 0 0 0 7048 0 0 82935848 0 112 23413 0 0 0 0 146500 0 23 23 0 112 112 0 0 0
4 0 2 0 0 0 0 0 97 3 0 0 1251 486 0 783 1 13.83 18.45 24.81 1 0 131804000 116020836 15783164 58296 1576 83385176 1399616 33580 30286552 5998056 0 0 0 0 0 0 7056 0 0 82935936 0 0 11840 0 0 0 0 146500 0 0 0 0 0 0 0 0 0
5 0 2 0 0 0 0 0 97 3 0 0 1310 731 2 783 1 13.83 18.45 24.81 1 0 131804000 116020728 15783272 58296 1576 83385184 1399616 33580 30286564 5998056 0 0 0 0 0 0 7064 0 0 82935936 0 0 12450 0 0 0 0 146500 0 0 0 0 0 0 0 0 0
6 0 2 0 0 0 0 0 98 2 0 0 1248 490 0 783 1 12.80 18.16 24.69 1 0 131804000 116020200 15783800 58296 1576 83385184 1399616 33580 30286568 5998056 0 0 0 0 0 0 7064 0 0 82935936 0 0 11807 0 0 0 0 146500 0 0 0 0 0 0 0 0 0
7 0 2 0 0 0 0 0 97 3 0 0 1181 440 0 783 1 12.80 18.16 24.69 1 0 131804000 116036808 15767192 58296 1576 83385192 1399616 33672 30303524 6015204 0 0 0 0 0 0 7072 0 0 82935936 0 0 34486 0 0 0 0 146500 0 0 0 0 0 0 0 0 0
8 0 2 0 0 0 0 0 97 3 0 0 1239 352 0 783 1 12.80 18.16 24.69 1 0 131804000 116035920 15768080 58296 1576 83385192 1399616 33672 30303540 6015204 0 0 0 0 0 0 1280 0 0 82935936 32 6260 27247 0 0 0 0 146500 8 16 24 32 6260 6292 0 0 0
9 0 2 0 0 0 0 0 97 3 0 0 1198 405 2 783 1 12.80 18.16 24.69 2 0 131804000 116999424 14804576 58296 1576 83385192 1399616 33692 31064540 44816324 0 0 0 0 0 0 812 0 0 82935936 0 0 11688 0 0 0 0 146500 0 0 0 0 0 0 0 0 0
