Time [CPU]User% [CPU]Nice% [CPU]Sys% [CPU]Wait% [CPU]Irq% [CPU]Soft% [CPU]Steal% [CPU]Idle% [CPU]Totl% [CPU]Guest% [CPU]GuestN% [CPU]Intrpt/sec [CPU]Ctx/sec [CPU]Proc/sec [CPU]ProcQue [CPU]ProcRun [CPU]L-Avg1 [CPU]L-Avg5 [CPU]L-Avg15 [CPU]RunTot [CPU]BlkTot [MEM]Tot [MEM]Used [MEM]Free [MEM]Shared [MEM]Buf [MEM]Cached [MEM]Slab [MEM]Map [MEM]Anon [MEM]Commit [MEM]Locked [MEM]SwapTot [MEM]SwapUsed [MEM]SwapFree [MEM]SwapIn [MEM]SwapOut [MEM]Dirty [MEM]Clean [MEM]Laundry [MEM]Inactive [MEM]PageIn [MEM]PageOut [MEM]PageFaults [MEM]PageMajFaults [MEM]HugeTotal [MEM]HugeFree [MEM]HugeRsvd [MEM]SUnreclaim [DSK]ReadTot [DSK]WriteTot [DSK]OpsTot [DSK]ReadKBTot [DSK]WriteKBTot [DSK]KbTot [DSK]ReadMrgTot [DSK]WriteMrgTot [DSK]MrgTot
0 60 0 0 0 0 0 0 40 60 0 0 25501 651 0 771 24 1.52 2.91 4.79 24 0 131804000 114311992 17492008 58292 1576 83624700 958308 24272 28601324 6128164 0 0 0 0 0 0 452 0 0 739564 0 2612 1069 0 0 0 0 145420 0 7 7 0 2612 2612 0 0 0
1 60 0 0 0 0 0 0 40 60 0 0 24823 349 2 771 24 1.52 2.91 4.79 24 0 131804000 114471892 17332108 58292 1576 83624732 958212 24084 28759312 6128164 0 0 0 0 0 0 452 0 0 739520 0 0 193 0 0 0 0 145324 0 0 0 0 0 0 0 0 0
2 60 0 0 0 0 0 0 40 60 0 0 25008 206 0 771 24 1.52 2.91 4.79 24 0 131804000 114621660 17182340 58292 1576 83624732 958212 24084 28912928 6128164 0 0 0 0 0 0 452 0 0 739520 0 0 81 0 0 0 0 145324 0 0 0 0 0 0 0 0 0
3 60 0 0 0 0 0 0 40 60 0 0 25201 289 0 771 24 1.52 2.91 4.79 24 0 131804000 114780984 17023016 58292 1576 83624732 958212 24084 29071080 6128164 0 0 0 0 0 0 12 0 0 739520 0 0 84 0 0 0 0 145324 0 0 0 0 0 0 0 0 0
4 60 0 0 0 0 0 0 40 60 0 0 25122 283 0 771 24 3.08 3.21 4.88 24 0 131804000 114938700 16865300 58292 1576 83624732 958212 24084 29245176 6128164 0 0 0 0 0 0 12 0 0 739520 0 0 82 0 0 0 0 145324 0 0 0 0 0 0 0 0 0
5 60 0 0 0 0 0 0 40 60 0 0 25191 323 2 771 25 3.08 3.21 4.88 24 0 131804000 115094724 16709276 58292 1576 83624732 958212 24084 29405288 6128164 0 0 0 0 0 0 12 0 0 739492 0 0 85 0 0 0 0 145324 0 0 0 0 0 0 0 0 0
6 60 0 0 0 0 0 0 40 60 0 0 25121 206 0 771 24 3.08 3.21 4.88 24 0 131804000 115246264 16557736 58292 1576 83624732 958212 24084 29560940 6128164 0 0 0 0 0 0 12 0 0 739492 0 0 77 0 0 0 0 145324 0 0 0 0 0 0 0 0 0
7 60 0 0 0 0 0 0 40 60 0 0 25306 493 2 771 23 3.08 3.21 4.88 23 0 131804000 115406228 16397772 58292 1576 83624732 958212 24084 29712504 6128164 0 0 0 0 0 0 12 0 0 739492 0 0 198 0 0 0 0 145324 0 0 0 0 0 0 0 0 0
8 57 0 0 0 0 0 0 42 58 0 0 24131 291 0 771 23 3.08 3.21 4.88 24 0 131804000 115580628 16223372 58292 1576 83624732 958212 24084 29888648 6128164 0 0 0 0 0 0 12 0 0 739492 0 0 119 0 0 0 0 145324 0 0 0 0 0 0 0 0 0
9 57 0 0 0 0 0 0 42 58 0 0 24228 330 2 771 23 4.51 3.50 4.96 23 0 131804000 115761172 16042828 58292 1576 83624732 958300 24084 30066844 6128164 0 0 0 0 0 0 12 0 0 739492 0 0 98 0 0 0 0 145324 0 0 0 0 0 0 0 0 0
