Time [CPU]User% [CPU]Nice% [CPU]Sys% [CPU]Wait% [CPU]Irq% [CPU]Soft% [CPU]Steal% [CPU]Idle% [CPU]Totl% [CPU]Guest% [CPU]GuestN% [CPU]Intrpt/sec [CPU]Ctx/sec [CPU]Proc/sec [CPU]ProcQue [CPU]ProcRun [CPU]L-Avg1 [CPU]L-Avg5 [CPU]L-Avg15 [CPU]RunTot [CPU]BlkTot [MEM]Tot [MEM]Used [MEM]Free [MEM]Shared [MEM]Buf [MEM]Cached [MEM]Slab [MEM]Map [MEM]Anon [MEM]Commit [MEM]Locked [MEM]SwapTot [MEM]SwapUsed [MEM]SwapFree [MEM]SwapIn [MEM]SwapOut [MEM]Dirty [MEM]Clean [MEM]Laundry [MEM]Inactive [MEM]PageIn [MEM]PageOut [MEM]PageFaults [MEM]PageMajFaults [MEM]HugeTotal [MEM]HugeFree [MEM]HugeRsvd [MEM]SUnreclaim [DSK]ReadTot [DSK]WriteTot [DSK]OpsTot [DSK]ReadKBTot [DSK]WriteKBTot [DSK]KbTot [DSK]ReadMrgTot [DSK]WriteMrgTot [DSK]MrgTot
0 50 0 0 0 0 0 0 50 50 0 0 25256 162 0 821 25 2.81 3.16 5.29 25 0 131754524 102750928 29003596 2576 0 100259412 1251012 13944 180304 3842908 0 4194300 81088 4113212 0 0 2680 0 0 17499396 0 0 343 0 0 0 0 180848 0 0 0 0 0 0 0 0 0
1 50 0 0 0 0 0 0 50 50 0 0 24152 191 0 821 24 2.81 3.16 5.29 27 0 131754524 102924824 28829700 2576 0 100259748 1251012 13820 353108 3842908 0 4194300 81088 4113212 0 0 2680 0 0 17499696 0 0 115 0 0 0 0 180848 0 0 0 0 0 0 0 0 0
2 50 0 0 0 0 0 0 50 50 0 0 24152 166 0 821 24 2.81 3.16 5.29 25 0 131754524 103094792 28659732 2576 0 100259748 1251012 13820 529252 3842908 0 4194300 81088 4113212 0 0 0 0 0 17499696 0 2680 89 0 0 0 0 180848 0 12 12 0 2680 2680 0 0 0
3 50 0 0 0 0 0 0 50 50 0 0 24108 125 0 821 24 2.81 3.16 5.29 25 0 131754524 103258928 28495596 2576 0 100259748 1251012 13820 699248 3842908 0 4194300 81088 4113212 0 0 0 0 0 17499696 0 0 87 0 0 0 0 180848 0 0 0 0 0 0 0 0 0
4 50 0 0 0 0 0 0 50 50 0 0 24104 125 0 821 24 2.81 3.16 5.29 25 0 131754524 103432808 28321716 2576 0 100260236 1251500 14068 864700 3842908 0 4194300 81088 4113212 0 0 0 0 0 17499664 0 0 211 0 0 0 0 181248 0 0 0 0 0 0 0 0 0
5 50 0 0 0 0 0 0 50 50 0 0 24153 188 0 821 24 4.42 3.49 5.39 25 0 131754524 103600740 28153784 2576 0 100260236 1251500 14068 1038796 3842908 0 4194300 81088 4113212 0 0 0 0 0 17499664 0 0 84 0 0 0 0 181248 0 0 0 0 0 0 0 0 0
6 50 0 0 0 0 0 0 50 50 0 0 24137 183 0 821 24 4.42 3.49 5.39 25 0 131754524 103764704 27989820 2576 0 100260236 1251500 14068 1204688 3842908 0 4194300 81088 4113212 0 0 0 0 0 17499664 0 0 83 0 0 0 0 181248 0 0 0 0 0 0 0 0 0
7 49 0 0 0 0 0 0 51 49 0 0 24381 305 0 821 23 4.42 3.49 5.39 24 0 131754524 103924944 27829580 2576 0 100260236 1251500 14068 1367208 3842908 0 4194300 81088 4113212 0 0 0 0 0 17499664 0 0 348 0 0 0 0 181248 0 0 0 0 0 0 0 0 0
8 46 0 0 0 0 0 0 53 47 0 0 22424 217 0 821 22 4.42 3.49 5.39 23 0 131754524 104077704 27676820 2576 0 100260236 1251500 14012 1534628 3842908 0 4194300 81088 4113212 0 0 0 0 0 17499592 0 0 387 0 0 0 0 181248 0 0 0 0 0 0 0 0 0
9 46 0 0 0 0 0 0 54 46 0 0 22132 196 0 821 22 4.42 3.49 5.39 23 0 131754524 104221684 27532840 2576 0 100260236 1251500 14012 1679856 3842908 0 4194300 81088 4113212 0 0 8 0 0 17499592 0 0 75 0 0 0 0 181248 0 0 0 0 0 0 0 0 0
