Time [CPU]User% [CPU]Nice% [CPU]Sys% [CPU]Wait% [CPU]Irq% [CPU]Soft% [CPU]Steal% [CPU]Idle% [CPU]Totl% [CPU]Guest% [CPU]GuestN% [CPU]Intrpt/sec [CPU]Ctx/sec [CPU]Proc/sec [CPU]ProcQue [CPU]ProcRun [CPU]L-Avg1 [CPU]L-Avg5 [CPU]L-Avg15 [CPU]RunTot [CPU]BlkTot [MEM]Tot [MEM]Used [MEM]Free [MEM]Shared [MEM]Buf [MEM]Cached [MEM]Slab [MEM]Map [MEM]Anon [MEM]Commit [MEM]Locked [MEM]SwapTot [MEM]SwapUsed [MEM]SwapFree [MEM]SwapIn [MEM]SwapOut [MEM]Dirty [MEM]Clean [MEM]Laundry [MEM]Inactive [MEM]PageIn [MEM]PageOut [MEM]PageFaults [MEM]PageMajFaults [MEM]HugeTotal [MEM]HugeFree [MEM]HugeRsvd [MEM]SUnreclaim [DSK]ReadTot [DSK]WriteTot [DSK]OpsTot [DSK]ReadKBTot [DSK]WriteKBTot [DSK]KbTot [DSK]ReadMrgTot [DSK]WriteMrgTot [DSK]MrgTot
0 0 0 0 0 0 0 0 100 0 0 0 277 508 0 776 0 0.02 0.02 0.05 0 0 131754524 87402004 44352520 6716 0 85058292 1379540 30876 46876 355440 0 4194300 82620 4111680 0 0 4 0 0 2854504 896 0 19 0 0 0 0 202176 112 0 112 896 0 896 0 0 0
1 0 0 0 0 0 0 0 100 0 0 0 300 523 1 777 1 0.10 0.04 0.05 0 0 131754524 87402220 44352304 6716 0 85058292 1379680 30976 47428 355440 0 4194300 82620 4111680 0 0 4 0 0 2854504 744 32 4 0 0 0 0 202316 92 7 99 736 32 768 0 0 0
2 0 0 0 0 0 0 0 100 0 0 0 313 545 0 777 0 0.10 0.04 0.05 0 0 131754524 87403212 44351312 6716 0 85058296 1379680 30872 47464 355440 0 4194300 82620 4111680 0 0 8 0 0 2854504 828 0 8 0 0 0 0 202316 105 0 105 836 0 836 1 0 1
3 0 0 0 0 0 0 0 100 0 0 0 253 472 0 777 0 0.10 0.04 0.05 1 0 131754524 87402992 44351532 6716 0 85058300 1379624 30936 48028 355440 0 4194300 82620 4111680 0 0 8 0 0 2854508 800 0 73 0 0 0 0 202260 100 0 100 800 0 800 0 0 0
4 0 0 0 0 0 0 0 100 0 0 0 243 429 0 777 0 0.10 0.04 0.05 0 0 131754524 87404036 44350488 6720 0 85058276 1379528 31580 54040 355440 0 4194300 82620 4111680 0 0 16 0 0 2854940 712 0 3 0 0 0 0 202164 89 0 89 712 0 712 0 0 0
5 0 0 0 0 0 0 0 100 0 0 0 284 495 0 777 0 0.10 0.04 0.05 0 0 131754524 87404904 44349620 6720 0 85058276 1379528 31580 54040 355440 0 4194300 82620 4111680 0 0 16 0 0 2854940 728 0 3 0 0 0 0 202164 91 0 91 728 0 728 0 0 0
6 0 0 0 0 0 0 0 100 0 0 0 279 484 0 777 0 0.17 0.05 0.06 1 0 131754524 87406032 44348492 6720 0 85058276 1379560 31580 54056 355440 0 4194300 82620 4111680 0 0 16 0 0 2854940 732 0 4 0 0 0 0 202164 92 0 92 732 0 732 1 0 1
7 0 0 0 0 0 0 0 100 0 0 0 247 438 0 777 0 0.17 0.05 0.06 0 0 131754524 87406528 44347996 6720 0 85058276 1379560 31580 54056 355440 0 4194300 82620 4111680 0 0 16 0 0 2854940 760 0 3 0 0 0 0 202164 95 0 95 760 0 760 0 0 0
8 0 0 0 0 0 0 0 100 0 0 0 264 476 0 777 0 0.17 0.05 0.06 1 0 131754524 87407480 44347044 6720 0 85058276 1379560 31580 54076 355440 0 4194300 82620 4111680 0 0 16 0 0 2854940 792 0 2 0 0 0 0 202164 99 0 99 792 0 792 0 0 0
9 0 0 0 0 0 0 0 100 0 0 0 349 608 2 779 0 0.17 0.05 0.06 0 0 131754524 87407976 44346548 6720 0 85058304 1379440 31512 56276 357840 0 4194300 82620 4111680 0 0 28 0 0 2854968 812 0 135 0 0 0 0 202044 102 0 102 812 0 812 1 0 1
