Time [CPU]User% [CPU]Nice% [CPU]Sys% [CPU]Wait% [CPU]Irq% [CPU]Soft% [CPU]Steal% [CPU]Idle% [CPU]Totl% [CPU]Guest% [CPU]GuestN% [CPU]Intrpt/sec [CPU]Ctx/sec [CPU]Proc/sec [CPU]ProcQue [CPU]ProcRun [CPU]L-Avg1 [CPU]L-Avg5 [CPU]L-Avg15 [CPU]RunTot [CPU]BlkTot [MEM]Tot [MEM]Used [MEM]Free [MEM]Shared [MEM]Buf [MEM]Cached [MEM]Slab [MEM]Map [MEM]Anon [MEM]Commit [MEM]Locked [MEM]SwapTot [MEM]SwapUsed [MEM]SwapFree [MEM]SwapIn [MEM]SwapOut [MEM]Dirty [MEM]Clean [MEM]Laundry [MEM]Inactive [MEM]PageIn [MEM]PageOut [MEM]PageFaults [MEM]PageMajFaults [MEM]HugeTotal [MEM]HugeFree [MEM]HugeRsvd [MEM]SUnreclaim [DSK]ReadTot [DSK]WriteTot [DSK]OpsTot [DSK]ReadKBTot [DSK]WriteKBTot [DSK]KbTot [DSK]ReadMrgTot [DSK]WriteMrgTot [DSK]MrgTot
0 1 0 0 0 0 0 0 99 1 0 0 576 938 4 503 0 0.05 0.03 0.05 0 0 131753796 30053076 101700720 5224 0 28654320 339536 21240 44208 387784 0 4194300 66932 4127368 0 0 0 0 0 6018620 4 12 1499 0 0 0 0 125744 1 3 4 4 12 16 0 0 0
1 0 0 0 0 0 0 0 100 0 0 0 1136 3326 0 503 0 0.05 0.03 0.05 0 0 131753796 30058972 101694824 5224 0 28654360 339352 21480 52692 389832 0 4194300 66932 4127368 0 0 0 0 0 6018632 0 0 707 0 0 0 0 125560 0 0 0 0 0 0 0 0 0
2 1 0 0 0 0 0 0 99 1 0 0 2521 6748 4 496 0 0.05 0.03 0.05 0 0 131753796 30052164 101701632 5224 0 28655936 340240 18776 46164 379544 0 4194300 66932 4127368 0 0 0 0 0 6019504 1596 0 6194 4 0 0 0 125752 147 0 147 816 0 816 0 0 0
3 2 0 0 0 0 0 0 98 2 0 0 1320 1076 6 497 1 0.05 0.03 0.05 1 0 131753796 30067296 101686500 5220 0 28656972 340304 22112 47304 392064 0 4194300 66932 4127368 0 0 4 0 0 6020968 1644 0 5037 11 0 0 0 125752 27 0 27 2424 0 2424 0 0 0
4 2 0 0 0 0 0 0 98 2 0 0 4675 13388 12 499 2 0.13 0.04 0.05 1 0 131753796 30090008 101663788 5228 0 28662516 340456 23604 66980 425984 0 4194300 66932 4127368 0 0 8 0 0 6013424 4620 0 7847 9 0 0 0 125760 76 0 76 4620 0 4620 7 0 7
5 2 0 0 0 0 0 0 97 3 0 0 1490 829 0 499 1 0.13 0.04 0.05 1 0 131753796 30090012 101663784 5228 0 28662352 340668 23748 72708 425984 0 4194300 66932 4127368 0 0 16 0 0 5849332 0 0 28342 0 0 0 0 125764 0 0 0 0 0 0 0 0 0
6 2 0 0 0 0 0 0 97 3 0 0 1564 965 0 499 1 0.13 0.04 0.05 1 0 131753796 30091556 101662240 5228 0 28662368 341148 23772 84432 425984 0 4194300 66932 4127368 0 0 24 0 0 5678612 0 0 32720 0 0 0 0 125780 0 0 0 0 0 0 0 0 0
7 2 0 0 0 0 0 0 97 3 0 0 1506 866 0 499 1 0.13 0.04 0.05 1 0 131753796 30091200 101662596 5228 0 28662368 341148 23772 73080 425984 0 4194300 66932 4127368 0 0 24 0 0 5496100 0 0 31522 0 0 0 0 125780 0 0 0 0 0 0 0 0 0
8 2 0 0 0 0 0 0 98 2 0 0 1464 969 0 499 1 0.13 0.04 0.05 2 0 131753796 30136312 101617484 5228 0 28706780 341156 23772 84636 425776 0 4194300 66932 4127368 0 0 24 0 0 5470676 44220 0 22063 0 0 0 0 125780 141 0 141 44220 0 44220 0 0 0
9 2 0 0 0 0 0 0 97 2 0 0 1797 1355 0 499 1 0.20 0.06 0.06 1 0 131753796 30253508 101500288 5228 0 28813760 341188 23772 71016 438396 0 4194300 66932 4127368 0 0 24 0 0 5577528 107380 0 18405 0 0 0 0 125780 341 0 341 107380 0 107380 0 0 0
10 2 0 0 0 0 0 0 97 2 0 0 2150 1854 1 499 1 0.20 0.06 0.06 1 0 131753796 30382932 101370864 5228 0 28946788 341232 23772 74296 438380 0 4194300 66932 4127368 0 0 24 0 0 5710688 132644 0 23177 0 0 0 0 125784 421 0 421 132644 0 132644 0 0 0
11 2 0 0 1 0 0 0 97 2 0 0 1707 1320 1 499 1 0.20 0.06 0.06 0 1 131753796 30477204 101276592 5228 0 29041528 341236 23772 74700 438380 0 4194300 66932 4127368 0 0 24 0 0 5805428 94740 0 16911 0 0 0 0 125788 300 0 300 94740 0 94740 0 0 0
12 2 0 0 0 0 0 0 98 2 0 0 1925 1528 0 499 1 0.20 0.06 0.06 0 1 131753796 30574076 101179720 5228 0 29156968 341240 23772 74876 425528 0 4194300 66932 4127368 0 0 24 0 0 5920668 117696 0 21967 0 0 0 0 125792 365 0 365 114208 0 114208 0 0 0
13 2 0 0 1 0 0 0 97 2 0 0 1858 1443 0 499 0 0.20 0.06 0.06 0 1 131753796 30687288 101066508 5228 0 29270184 341280 23772 77192 425580 0 4194300 66932 4127368 0 0 24 0 0 6034764 111648 0 19651 0 0 0 0 125792 363 0 363 114624 0 114624 0 0 0
14 2 0 0 1 0 0 0 97 2 0 0 1877 1405 3 502 1 0.26 0.08 0.06 0 1 131753796 30777928 100975868 5228 0 29357236 341288 23772 67916 425792 0 4194300 66932 4127368 0 0 24 0 0 6121156 86480 64 14822 0 0 0 0 125792 273 14 287 86480 64 86544 0 0 0
15 2 0 0 0 0 0 0 97 2 0 0 2183 1653 0 502 1 0.26 0.08 0.06 1 0 131753796 30907892 100845904 5228 0 29483556 341336 23772 74964 425792 0 4194300 66932 4127368 0 0 24 0 0 6247476 126320 0 22170 0 0 0 0 125800 402 0 402 126832 0 126832 0 0 0
16 2 0 0 1 0 0 0 97 2 0 0 1812 1319 0 502 1 0.26 0.08 0.06 1 0 131753796 31009480 100744316 5228 0 29571804 341348 23772 72172 438420 0 4194300 66932 4127368 0 0 24 0 0 6335704 88432 0 17141 0 0 0 0 125804 281 0 281 88432 0 88432 0 0 0
17 2 0 0 0 0 0 0 97 2 0 0 2092 1742 0 502 1 0.26 0.08 0.06 1 0 131753796 31126060 100627736 5228 0 29698424 341420 23772 75932 425712 0 4194300 66932 4127368 0 0 24 0 0 6461836 126328 0 21962 0 0 0 0 125804 401 0 401 126328 0 126328 0 0 0
