Time [CPU]User% [CPU]Nice% [CPU]Sys% [CPU]Wait% [CPU]Irq% [CPU]Soft% [CPU]Steal% [CPU]Idle% [CPU]Totl% [CPU]Guest% [CPU]GuestN% [CPU]Intrpt/sec [CPU]Ctx/sec [CPU]Proc/sec [CPU]ProcQue [CPU]ProcRun [CPU]L-Avg1 [CPU]L-Avg5 [CPU]L-Avg15 [CPU]RunTot [CPU]BlkTot [MEM]Tot [MEM]Used [MEM]Free [MEM]Shared [MEM]Buf [MEM]Cached [MEM]Slab [MEM]Map [MEM]Anon [MEM]Commit [MEM]Locked [MEM]SwapTot [MEM]SwapUsed [MEM]SwapFree [MEM]SwapIn [MEM]SwapOut [MEM]Dirty [MEM]Clean [MEM]Laundry [MEM]Inactive [MEM]PageIn [MEM]PageOut [MEM]PageFaults [MEM]PageMajFaults [MEM]HugeTotal [MEM]HugeFree [MEM]HugeRsvd [MEM]SUnreclaim [DSK]ReadTot [DSK]WriteTot [DSK]OpsTot [DSK]ReadKBTot [DSK]WriteKBTot [DSK]KbTot [DSK]ReadMrgTot [DSK]WriteMrgTot [DSK]MrgTot
0 1 0 0 0 0 0 0 99 1 0 0 1426 3015 71 834 0 0.08 0.06 0.08 0 1 131754524 50589240 81165284 7704 0 47997976 1452328 31804 51248 876800 0 4194300 71772 4122528 0 0 28 0 0 23047128 7204 0 6891 49 0 0 0 411548 312 0 312 7188 0 7188 0 0 0
1 0 1 1 0 0 0 0 98 2 0 0 1393 700 0 834 1 0.08 0.06 0.08 1 0 131754524 51724332 80030192 7704 0 48000152 1452328 31812 967656 3164308 0 4194300 71444 4122856 331776 0 28 0 0 23049064 984 0 77631 16 0 0 0 411548 49 0 49 1000 0 1000 61 0 61
2 0 2 0 0 0 0 0 98 2 0 0 1210 379 0 834 1 0.08 0.06 0.08 1 0 131754524 52286728 79467796 7704 0 48000056 1452328 33240 1650316 3720116 0 4194300 71440 4122860 0 0 28 0 0 23049572 0 0 25059 0 0 0 0 411548 0 0 0 0 0 0 0 0 0
3 0 2 0 0 0 0 0 98 2 0 0 1192 407 0 834 1 0.08 0.06 0.08 1 0 131754524 52286728 79467796 7704 0 47999956 1452328 33748 1745140 3720116 0 4194300 71436 4122864 0 0 28 0 0 23049768 0 0 11804 0 0 0 0 411548 0 0 0 0 0 0 0 0 0
4 0 2 0 0 0 0 0 98 2 0 0 1194 414 0 834 1 0.16 0.08 0.08 1 0 131754524 52286660 79467864 7704 0 47999956 1452328 33740 1745080 3720116 0 4194300 71436 4122864 0 0 28 0 0 23049768 0 0 9808 0 0 0 0 411548 0 0 0 0 0 0 0 0 0
5 0 2 0 0 0 0 0 98 2 0 0 1267 496 0 834 1 0.16 0.08 0.08 1 0 131754524 52286600 79467924 7704 0 47999972 1452328 33740 1745096 3720116 0 4194300 71436 4122864 0 0 44 0 0 23049768 0 0 2 0 0 0 0 411548 0 0 0 0 0 0 0 0 0
6 0 2 0 0 0 0 0 98 2 0 0 1217 422 0 834 1 0.16 0.08 0.08 1 0 131754524 52306188 79448336 7704 0 47999976 1452328 33740 1765012 3740752 0 4194300 71436 4122864 0 0 48 0 0 23049768 0 0 14103 0 0 0 0 411548 0 0 0 0 0 0 0 0 0
7 0 2 0 0 0 0 0 98 2 0 0 1088 141 0 834 1 0.16 0.08 0.08 1 0 131754524 52306560 79447964 7704 0 47999980 1452328 33832 1765312 3740752 0 4194300 71436 4122864 0 0 48 0 0 23049768 0 4 17423 0 0 0 0 411548 0 1 1 0 4 4 0 0 0
8 0 2 0 0 0 0 0 98 2 0 0 1132 254 0 834 1 0.16 0.08 0.08 1 0 131754524 52306560 79447964 7704 0 48000088 1452328 33832 1765372 3740752 0 4194300 71312 4122988 49152 0 48 0 0 23049812 48 0 12538 4 0 0 0 411548 4 0 4 48 0 48 8 0 8
9 0 1 1 0 0 0 0 98 2 0 0 1206 367 3 837 1 0.22 0.09 0.08 4 0 131754524 55268628 76485896 7704 0 48000056 1452328 33832 4548020 42543620 0 4194300 71312 4122988 32768 0 48 0 0 23049812 32 37 2407 1 0 0 0 411548 1 2 3 32 36 68 7 0 7
