Time [CPU]User% [CPU]Nice% [CPU]Sys% [CPU]Wait% [CPU]Irq% [CPU]Soft% [CPU]Steal% [CPU]Idle% [CPU]Totl% [CPU]Guest% [CPU]GuestN% [CPU]Intrpt/sec [CPU]Ctx/sec [CPU]Proc/sec [CPU]ProcQue [CPU]ProcRun [CPU]L-Avg1 [CPU]L-Avg5 [CPU]L-Avg15 [CPU]RunTot [CPU]BlkTot [MEM]Tot [MEM]Used [MEM]Free [MEM]Shared [MEM]Buf [MEM]Cached [MEM]Slab [MEM]Map [MEM]Anon [MEM]Commit [MEM]Locked [MEM]SwapTot [MEM]SwapUsed [MEM]SwapFree [MEM]SwapIn [MEM]SwapOut [MEM]Dirty [MEM]Clean [MEM]Laundry [MEM]Inactive [MEM]PageIn [MEM]PageOut [MEM]PageFaults [MEM]PageMajFaults [MEM]HugeTotal [MEM]HugeFree [MEM]HugeRsvd [MEM]SUnreclaim [DSK]ReadTot [DSK]WriteTot [DSK]OpsTot [DSK]ReadKBTot [DSK]WriteKBTot [DSK]KbTot [DSK]ReadMrgTot [DSK]WriteMrgTot [DSK]MrgTot
0 0 0 0 0 0 0 0 100 0 0 0 110 137 0 709 0 3.08 11.79 6.52 0 0 131804000 52219296 79584704 0 44144 45647840 2622984 25416 2834156 2544724 0 0 0 0 0 0 36 0 0 45586084 0 0 26 0 0 0 0 256960 0 0 0 0 0 0 0 0 0
1 0 0 0 0 0 0 0 100 0 0 0 110 214 0 709 0 2.84 11.59 6.49 0 0 131804000 52219472 79584528 0 44144 45647840 2623080 25420 2834036 2544724 0 0 0 0 0 0 36 0 0 45586084 0 8 11 0 0 0 0 257056 0 2 2 0 8 8 0 0 0
2 0 0 0 0 0 0 0 100 0 0 0 151 230 2 711 0 2.84 11.59 6.49 0 0 131804000 52219264 79584736 0 44144 45647840 2623080 25420 2834048 2544724 0 0 0 0 0 0 36 0 0 45586084 0 0 21 0 0 0 0 257056 0 0 0 0 0 0 0 0 0
3 0 0 0 0 0 0 0 100 0 0 0 146 286 0 709 0 2.84 11.59 6.49 0 0 131804000 52219032 79584968 0 44144 45647840 2623080 25420 2834076 2544724 0 0 0 0 0 0 36 0 0 45586084 0 40 6 0 0 0 0 257056 0 8 8 0 40 40 0 0 0
4 0 0 0 0 0 0 0 100 0 0 0 135 200 0 709 0 2.84 11.59 6.49 1 0 131804000 52218476 79585524 0 44144 45647880 2623144 25360 2834228 2544724 0 0 0 0 0 0 36 0 0 45586124 0 0 96 0 0 0 0 257056 0 0 0 0 0 0 0 0 0
5 0 0 0 0 0 0 0 100 0 0 0 149 293 2 709 0 2.84 11.59 6.49 0 0 131804000 52217576 79586424 0 44144 45647880 2623524 25392 2834104 2544724 0 0 0 0 0 0 36 0 0 45586124 0 0 11 0 0 0 0 257180 0 0 0 0 0 0 0 0 0
6 0 0 0 0 0 0 0 100 0 0 0 165 266 0 709 0 2.61 11.40 6.45 0 0 131804000 52217500 79586500 0 44144 45647880 2623524 25392 2834108 2544724 0 0 0 0 0 0 36 0 0 45586124 0 0 2 0 0 0 0 257180 0 0 0 0 0 0 0 0 0
7 0 0 0 0 0 0 0 100 0 0 0 144 290 2 709 0 2.61 11.40 6.45 0 0 131804000 52217376 79586624 0 44144 45647880 2623524 25392 2834116 2544724 0 0 0 0 0 0 36 0 0 45586124 0 0 3 0 0 0 0 257180 0 0 0 0 0 0 0 0 0
8 0 0 0 0 0 0 0 100 0 0 0 147 230 0 709 0 2.61 11.40 6.45 0 0 131804000 52217080 79586920 0 44144 45647880 2623524 25392 2834128 2544724 0 0 0 0 0 0 36 0 0 45586124 8 26 1 0 0 0 0 257180 1 5 6 8 26 34 0 0 0
9 0 0 0 0 0 0 0 100 0 0 0 132 256 0 709 0 2.61 11.40 6.45 0 0 131804000 52216716 79587284 0 44144 45647880 2623524 25392 2834132 2544724 0 0 0 0 0 0 36 0 0 45586124 0 0 1 0 0 0 0 257180 0 0 0 0 0 0 0 0 0
