Time [CPU]User% [CPU]Nice% [CPU]Sys% [CPU]Wait% [CPU]Irq% [CPU]Soft% [CPU]Steal% [CPU]Idle% [CPU]Totl% [CPU]Guest% [CPU]GuestN% [CPU]Intrpt/sec [CPU]Ctx/sec [CPU]Proc/sec [CPU]ProcQue [CPU]ProcRun [CPU]L-Avg1 [CPU]L-Avg5 [CPU]L-Avg15 [CPU]RunTot [CPU]BlkTot [MEM]Tot [MEM]Used [MEM]Free [MEM]Shared [MEM]Buf [MEM]Cached [MEM]Slab [MEM]Map [MEM]Anon [MEM]Commit [MEM]Locked [MEM]SwapTot [MEM]SwapUsed [MEM]SwapFree [MEM]SwapIn [MEM]SwapOut [MEM]Dirty [MEM]Clean [MEM]Laundry [MEM]Inactive [MEM]PageIn [MEM]PageOut [MEM]PageFaults [MEM]PageMajFaults [MEM]HugeTotal [MEM]HugeFree [MEM]HugeRsvd [MEM]SUnreclaim [DSK]ReadTot [DSK]WriteTot [DSK]OpsTot [DSK]ReadKBTot [DSK]WriteKBTot [DSK]KbTot [DSK]ReadMrgTot [DSK]WriteMrgTot [DSK]MrgTot
0 1 0 0 0 0 0 0 99 1 0 0 743 924 6 775 0 0.00 0.01 0.05 0 0 131754524 28928844 102825680 4408 0 27614616 362644 28584 46588 355516 0 4194300 86264 4108036 0 0 12 0 0 2639660 6348 15 5103 2 0 0 0 195728 104 3 107 7692 14 7706 1 0 1
1 0 0 0 0 0 0 0 100 0 0 0 200 496 0 775 0 0.00 0.01 0.05 1 0 131754524 28929372 102825152 4408 0 27614616 362644 28584 46612 355516 0 4194300 86264 4108036 0 0 12 0 0 2639660 752 0 4 0 0 0 0 195728 94 0 94 752 0 752 0 0 0
2 0 0 0 0 0 0 0 100 0 0 0 181 495 0 775 0 0.00 0.01 0.05 2 0 131754524 28930296 102824228 4408 0 27614912 362744 29068 52828 355516 0 4194300 86264 4108036 0 0 12 0 0 2640124 760 0 74 0 0 0 0 195748 95 0 95 760 0 760 0 0 0
3 0 0 0 0 0 0 0 100 0 0 0 193 526 0 775 0 0.08 0.03 0.05 0 0 131754524 28930956 102823568 4408 0 27614944 362784 29156 52912 355516 0 4194300 86264 4108036 0 0 24 0 0 2640148 804 0 7 0 0 0 0 195760 100 0 100 796 0 796 1 0 1
4 0 0 0 0 0 0 0 100 0 0 0 240 589 1 776 0 0.08 0.03 0.05 1 0 131754524 28932328 102822196 4408 0 27614948 362884 29136 52716 355516 0 4194300 86264 4108036 0 0 24 0 0 2640144 760 32 3 0 0 0 0 195796 96 7 103 768 32 800 0 0 0
5 0 0 0 0 0 0 0 100 0 0 0 206 509 0 776 0 0.08 0.03 0.05 0 0 131754524 28933132 102821392 4408 0 27614956 362936 28720 54380 355516 0 4194300 86264 4108036 0 0 32 0 0 2640112 760 0 3 0 0 0 0 195816 94 0 94 752 0 752 0 0 0
6 0 0 0 0 0 0 0 100 0 0 0 176 517 1 777 0 0.08 0.03 0.05 0 0 131754524 28933896 102820628 4408 0 27614956 362980 28720 54400 355516 0 4194300 86264 4108036 0 0 32 0 0 2640112 740 1 4 0 0 0 0 195836 94 1 95 748 1 749 1 0 1
7 0 0 0 0 0 0 0 100 0 0 0 180 507 0 777 0 0.08 0.03 0.05 0 0 131754524 28934616 102819908 4408 0 27614956 363048 28720 54408 355516 0 4194300 86264 4108036 0 0 32 0 0 2640112 768 0 17 0 0 0 0 195872 96 0 96 768 0 768 0 0 0
8 0 0 0 0 0 0 0 100 0 0 0 231 602 0 777 0 0.16 0.05 0.06 0 0 131754524 28935408 102819116 4408 0 27614956 363084 28720 54416 355516 0 4194300 86264 4108036 0 0 32 0 0 2640112 832 0 2 0 0 0 0 195892 104 0 104 832 0 832 0 0 0
9 0 0 0 0 0 0 0 100 0 0 0 253 608 2 779 0 0.16 0.05 0.06 0 0 131754524 28937336 102817188 4408 0 27614956 363224 28720 54664 357828 0 4194300 86264 4108036 0 0 32 0 0 2640112 812 0 266 0 0 0 0 195912 101 0 101 804 0 804 1 0 1
