Time [CPU]User% [CPU]Nice% [CPU]Sys% [CPU]Wait% [CPU]Irq% [CPU]Soft% [CPU]Steal% [CPU]Idle% [CPU]Totl% [CPU]Guest% [CPU]GuestN% [CPU]Intrpt/sec [CPU]Ctx/sec [CPU]Proc/sec [CPU]ProcQue [CPU]ProcRun [CPU]L-Avg1 [CPU]L-Avg5 [CPU]L-Avg15 [CPU]RunTot [CPU]BlkTot [MEM]Tot [MEM]Used [MEM]Free [MEM]Shared [MEM]Buf [MEM]Cached [MEM]Slab [MEM]Map [MEM]Anon [MEM]Commit [MEM]Locked [MEM]SwapTot [MEM]SwapUsed [MEM]SwapFree [MEM]SwapIn [MEM]SwapOut [MEM]Dirty [MEM]Clean [MEM]Laundry [MEM]Inactive [MEM]PageIn [MEM]PageOut [MEM]PageFaults [MEM]PageMajFaults [MEM]HugeTotal [MEM]HugeFree [MEM]HugeRsvd [MEM]SUnreclaim [DSK]ReadTot [DSK]WriteTot [DSK]OpsTot [DSK]ReadKBTot [DSK]WriteKBTot [DSK]KbTot [DSK]ReadMrgTot [DSK]WriteMrgTot [DSK]MrgTot
0 0 0 0 0 0 0 0 100 0 0 0 2535 4742 0 767 0 0.00 0.01 0.21 0 0 131754524 41946772 89807752 9264 1444 38652588 2246188 32884 105132 326988 0 4194300 0 4194300 0 0 0 0 0 38597124 0 0 1445 0 0 0 0 277444 0 0 0 0 0 0 0 0 0
1 1 0 0 0 0 0 0 99 1 0 0 2735 4188 5 760 1 0.00 0.01 0.21 1 0 131754524 41949212 89805312 9268 1444 38654680 2246012 33620 105304 324312 0 4194300 0 4194300 0 0 4 0 0 38593616 704 0 7635 1 0 0 0 277268 151 0 151 704 0 704 1 0 1
2 1 0 0 0 0 0 0 99 1 0 0 1180 1061 7 763 0 0.00 0.01 0.21 0 0 131754524 41953184 89801340 9268 1444 38654680 2246044 35184 110988 330100 0 4194300 0 4194300 0 0 4 0 0 38593636 620 0 4681 1 0 0 0 277300 63 0 63 572 0 572 0 0 0
3 0 0 0 0 0 0 0 100 0 0 0 353 654 1 763 0 0.00 0.01 0.21 0 0 131754524 41952884 89801640 9268 1444 38654624 2246044 35488 110808 329772 0 4194300 0 4194300 0 0 8 0 0 38593364 640 0 389 0 0 0 0 277300 85 0 85 680 0 680 0 0 0
4 0 0 0 0 0 0 0 100 0 0 0 319 496 0 763 0 0.00 0.01 0.21 0 0 131754524 41954512 89800012 9268 1444 38654728 2246044 36136 110888 329772 0 4194300 0 4194300 0 0 20 0 0 38593452 656 0 26 0 0 0 0 277300 82 0 82 656 0 656 0 0 0
5 0 0 0 0 0 0 0 100 0 0 0 268 428 0 763 0 0.00 0.01 0.21 0 0 131754524 41954868 89799656 9268 1444 38654728 2246044 36136 110912 329772 0 4194300 0 4194300 0 0 20 0 0 38593452 656 0 20 0 0 0 0 277300 82 0 82 656 0 656 0 0 0
6 0 0 0 1 0 0 0 98 1 0 0 1641 3126 69 832 1 0.08 0.03 0.21 1 0 131754524 42242124 89512400 9268 1444 38659128 2246044 38704 204388 1147724 0 4194300 0 4194300 0 0 32 0 0 38597656 4680 0 25477 0 0 0 0 277300 202 0 202 4688 0 4688 0 0 0
7 0 1 1 0 0 0 0 98 2 0 0 1251 415 1 832 1 0.08 0.03 0.21 1 0 131754524 43296216 88458308 9268 1444 38659400 2246148 39080 1322076 3365128 0 4194300 0 4194300 0 0 40 0 0 38597740 0 0 64948 0 0 0 0 277404 0 0 0 0 0 0 0 0 0
8 0 2 0 0 0 0 0 98 2 0 0 1190 411 0 832 1 0.08 0.03 0.21 2 0 131754524 43632672 88121852 9268 1444 38659400 2246148 39108 1585820 3706192 0 4194300 0 4194300 0 0 40 0 0 38597812 0 0 21818 0 0 0 0 277404 0 0 0 0 0 0 0 0 0
9 0 2 0 0 0 0 0 98 2 0 0 1186 437 0 832 1 0.08 0.03 0.21 1 0 131754524 43632044 88122480 9268 1444 38659408 2246148 39108 1808972 3706192 0 4194300 0 4194300 0 0 48 0 0 38597860 0 0 11065 0 0 0 0 277404 0 0 0 0 0 0 0 0 0
10 0 2 0 0 0 0 0 98 2 0 0 1199 543 1 832 1 0.08 0.03 0.21 1 0 131754524 43632556 88121968 9268 1444 38659412 2246148 39108 1809068 3706104 0 4194300 0 4194300 0 0 52 0 0 38597860 0 0 284 0 0 0 0 277404 0 0 0 0 0 0 0 0 0
11 0 2 0 0 0 0 0 98 2 0 0 1214 448 0 832 1 0.16 0.05 0.22 1 0 131754524 43632820 88121704 9268 1444 38659416 2246148 39108 1808972 3706104 0 4194300 0 4194300 0 0 56 0 0 38597860 0 26 4 0 0 0 0 277404 0 1 1 0 26 26 0 0 0
12 0 2 0 0 0 0 0 98 2 0 0 1195 383 2 834 1 0.16 0.05 0.22 1 0 131754524 43652408 88102116 9268 1444 38659416 2246148 39108 1829368 3728756 0 4194300 0 4194300 0 0 56 0 0 38597860 0 0 5443 0 0 0 0 277404 0 0 0 0 0 0 0 0 0
13 0 2 0 0 0 0 0 98 2 0 0 1066 116 1 835 1 0.16 0.05 0.22 1 0 131754524 43652688 88101836 9268 1444 38659416 2246148 39192 1829320 3728756 0 4194300 0 4194300 0 0 56 0 0 38597872 0 17 10329 0 0 0 0 277404 0 1 1 0 16 16 0 0 0
14 0 2 0 0 0 0 0 98 2 0 0 1077 134 0 835 1 0.16 0.05 0.22 1 0 131754524 43659132 88095392 9268 1444 38659416 2246148 39916 1830772 65164220 0 4194300 0 4194300 0 0 56 0 0 38597872 0 0 21756 0 0 0 0 277404 0 0 0 0 0 0 0 0 0
