Time [CPU]User% [CPU]Nice% [CPU]Sys% [CPU]Wait% [CPU]Irq% [CPU]Soft% [CPU]Steal% [CPU]Idle% [CPU]Totl% [CPU]Guest% [CPU]GuestN% [CPU]Intrpt/sec [CPU]Ctx/sec [CPU]Proc/sec [CPU]ProcQue [CPU]ProcRun [CPU]L-Avg1 [CPU]L-Avg5 [CPU]L-Avg15 [CPU]RunTot [CPU]BlkTot [MEM]Tot [MEM]Used [MEM]Free [MEM]Shared [MEM]Buf [MEM]Cached [MEM]Slab [MEM]Map [MEM]Anon [MEM]Commit [MEM]Locked [MEM]SwapTot [MEM]SwapUsed [MEM]SwapFree [MEM]SwapIn [MEM]SwapOut [MEM]Dirty [MEM]Clean [MEM]Laundry [MEM]Inactive [MEM]PageIn [MEM]PageOut [MEM]PageFaults [MEM]PageMajFaults [MEM]HugeTotal [MEM]HugeFree [MEM]HugeRsvd [MEM]SUnreclaim [DSK]ReadTot [DSK]WriteTot [DSK]OpsTot [DSK]ReadKBTot [DSK]WriteKBTot [DSK]KbTot [DSK]ReadMrgTot [DSK]WriteMrgTot [DSK]MrgTot
0 0 0 0 0 0 0 0 100 0 0 0 402 3196 0 499 0 0.00 0.03 0.05 0 0 131753796 131298716 455080 9312 1444 125007256 4981276 33088 113868 388724 0 4194300 0 4194300 0 0 4 0 0 113423316 0 0 696 0 0 0 0 318468 0 0 0 0 0 0 0 0 0
1 1 0 0 0 0 0 0 99 1 0 0 888 6138 3 492 1 0.00 0.03 0.05 1 0 131753796 131291884 461912 9312 1444 125007956 4981436 30600 107332 379068 0 4194300 0 4194300 0 0 564 0 0 113418516 28 0 5143 2 0 0 0 318500 3 0 3 28 0 28 0 0 0
2 2 0 0 0 0 0 0 98 2 0 0 1320 1119 8 494 1 0.08 0.05 0.05 1 0 131753796 131304160 449636 9312 1444 125009720 4981412 34156 120604 390200 0 4194300 0 4194300 0 0 568 0 0 113420188 2420 0 5034 13 0 0 0 318468 16 0 16 2420 0 2420 0 0 0
3 1 0 1 1 0 0 0 98 1 0 0 1545 3526 70 564 1 0.08 0.05 0.05 1 0 131753796 131338512 415284 9312 1444 124941620 4979724 38268 200876 1041308 0 4194300 0 4194300 0 0 588 0 0 113351036 15524 0 13093 2 0 0 0 318484 198 0 198 15524 0 15524 0 0 0
4 0 0 2 0 0 0 0 97 3 0 0 2658 1128 0 564 3 0.08 0.05 0.05 3 0 131753796 131344836 408960 9312 1444 124377884 4967220 38268 892884 2785564 0 4194300 0 4194300 0 0 588 0 0 112788036 0 0 113607 0 0 0 0 318484 0 0 0 0 0 0 0 0 0
5 0 1 2 0 0 0 0 97 3 0 0 2946 720 0 564 3 0.08 0.05 0.05 1 0 131753796 131368852 384944 9312 1444 123622724 4949064 38296 1616832 3581636 0 4194300 0 4194300 0 0 588 0 0 112031988 0 0 155974 0 0 0 0 318484 0 0 0 0 0 0 0 0 0
6 0 2 1 0 0 0 0 97 3 0 0 2002 510 0 564 1 0.08 0.05 0.05 1 0 131753796 131340996 412800 9312 1444 123404304 4943192 38320 1764700 3771116 0 4194300 0 4194300 0 0 0 0 0 111813900 0 560 36971 0 0 0 0 318468 0 33 33 0 560 560 0 107 107
7 0 2 0 0 0 0 0 97 3 0 0 1205 421 0 564 1 0.08 0.05 0.05 1 0 131753796 131341132 412664 9312 1444 123403712 4942784 38320 1818440 3771116 0 4194300 0 4194300 0 0 40 0 0 111813516 0 0 2 0 0 0 0 318648 0 0 0 0 0 0 0 0 0
8 0 2 0 0 0 0 0 97 3 0 0 1214 414 0 564 1 0.08 0.05 0.05 1 0 131753796 131340248 413548 9312 1444 123404160 4942816 38392 1820776 3771116 0 4194300 0 4194300 0 0 52 0 0 111814000 0 0 2 0 0 0 0 318688 0 0 0 0 0 0 0 0 0
9 0 2 0 0 0 0 0 97 3 0 0 1260 507 0 564 1 0.08 0.05 0.05 2 0 131753796 131340204 413592 9312 1444 123404164 4942816 38392 1820784 3771116 0 4194300 0 4194300 0 0 56 0 0 111814000 0 0 28 0 0 0 0 318688 0 0 0 0 0 0 0 0 0
10 0 2 0 0 0 0 0 97 3 0 0 1180 355 0 564 1 0.08 0.05 0.05 1 0 131753796 131356472 397324 9312 1444 123404172 4942816 38476 1837748 3788236 0 4194300 0 4194300 0 0 64 0 0 111814000 0 0 4294 0 0 0 0 318688 0 0 0 0 0 0 0 0 0
