Time [CPU]User% [CPU]Nice% [CPU]Sys% [CPU]Wait% [CPU]Irq% [CPU]Soft% [CPU]Steal% [CPU]Idle% [CPU]Totl% [CPU]Guest% [CPU]GuestN% [CPU]Intrpt/sec [CPU]Ctx/sec [CPU]Proc/sec [CPU]ProcQue [CPU]ProcRun [CPU]L-Avg1 [CPU]L-Avg5 [CPU]L-Avg15 [CPU]RunTot [CPU]BlkTot [MEM]Tot [MEM]Used [MEM]Free [MEM]Shared [MEM]Buf [MEM]Cached [MEM]Slab [MEM]Map [MEM]Anon [MEM]Commit [MEM]Locked [MEM]SwapTot [MEM]SwapUsed [MEM]SwapFree [MEM]SwapIn [MEM]SwapOut [MEM]Dirty [MEM]Clean [MEM]Laundry [MEM]Inactive [MEM]PageIn [MEM]PageOut [MEM]PageFaults [MEM]PageMajFaults [MEM]HugeTotal [MEM]HugeFree [MEM]HugeRsvd [MEM]SUnreclaim [DSK]ReadTot [DSK]WriteTot [DSK]OpsTot [DSK]ReadKBTot [DSK]WriteKBTot [DSK]KbTot [DSK]ReadMrgTot [DSK]WriteMrgTot [DSK]MrgTot
0 0 0 0 0 0 0 0 100 0 0 0 164 320 2 708 0 0.00 0.01 0.05 0 0 131804000 71285712 60518288 0 139444 67109276 1006344 25524 2017132 2546944 0 0 0 0 0 0 12 0 0 58972184 0 0 13 0 0 0 0 168388 0 0 0 0 0 0 0 0 0
1 0 0 0 0 0 0 0 100 0 0 0 106 124 0 708 0 0.00 0.01 0.05 0 0 131804000 71285588 60518412 0 139444 67109276 1006344 25524 2017148 2546944 0 0 0 0 0 0 12 0 0 58972184 0 0 4 0 0 0 0 168388 0 0 0 0 0 0 0 0 0
2 0 0 0 0 0 0 0 100 0 0 0 158 274 0 708 0 0.00 0.01 0.05 0 0 131804000 71285464 60518536 0 139444 67109276 1006344 25524 2017160 2546944 0 0 0 0 0 0 12 0 0 58972184 0 0 3 0 0 0 0 168388 0 0 0 0 0 0 0 0 0
3 0 0 0 0 0 0 0 100 0 0 0 145 216 0 708 0 0.00 0.01 0.05 0 0 131804000 71285464 60518536 0 139444 67109276 1006344 25524 2017172 2546944 0 0 0 0 0 0 12 0 0 58972184 0 0 5 0 0 0 0 168388 0 0 0 0 0 0 0 0 0
4 0 0 0 0 0 0 0 100 0 0 0 136 234 2 708 0 0.00 0.01 0.05 0 0 131804000 71285428 60518572 0 139444 67109276 1006344 25524 2017192 2546944 0 0 0 0 0 0 12 0 0 58972184 0 0 9 0 0 0 0 168388 0 0 0 0 0 0 0 0 0
5 0 0 0 0 0 0 0 100 0 0 0 153 232 0 708 0 0.00 0.01 0.05 1 0 131804000 71284616 60519384 0 139444 67109276 1005960 25524 2017204 2546944 0 0 0 0 0 0 12 0 0 58972184 0 0 32 0 0 0 0 167940 0 0 0 0 0 0 0 0 0
6 0 0 0 0 0 0 0 100 0 0 0 170 333 2 708 0 0.00 0.01 0.05 0 0 131804000 71284028 60519972 0 139444 67109276 1006412 25740 2016520 2546944 0 0 0 0 0 0 12 0 0 58972180 0 0 8 0 0 0 0 168392 0 0 0 0 0 0 0 0 0
7 0 0 0 0 0 0 0 100 0 0 0 150 210 0 708 0 0.00 0.01 0.05 0 0 131804000 71284060 60519940 0 139444 67109276 1006412 25740 2016524 2546944 0 0 0 0 0 0 12 0 0 58972180 0 0 1 0 0 0 0 168392 0 0 0 0 0 0 0 0 0
8 0 0 0 0 0 0 0 100 0 0 0 172 304 2 708 0 0.00 0.01 0.05 0 0 131804000 71284092 60519908 0 139444 67109276 1006412 25740 2016532 2546944 0 0 0 0 0 0 12 0 0 58972180 0 0 9 0 0 0 0 168392 0 0 0 0 0 0 0 0 0
9 0 0 0 0 0 0 0 100 0 0 0 112 146 0 708 0 0.00 0.01 0.05 0 0 131804000 71284264 60519736 0 139444 67109276 1006444 25740 2016792 2546944 0 0 0 0 0 0 12 0 0 58972180 0 0 1 0 0 0 0 168424 0 0 0 0 0 0 0 0 0
10 0 0 0 0 0 0 0 100 0 0 0 170 330 2 708 0 0.00 0.01 0.05 0 0 131804000 71283448 60520552 0 139444 67109276 1006444 25740 2016816 2546944 0 0 0 0 0 0 12 0 0 58972180 0 0 109 0 0 0 0 168424 0 0 0 0 0 0 0 0 0
11 0 0 0 0 0 0 0 100 0 0 0 157 244 0 708 0 0.00 0.01 0.05 0 0 131804000 71283744 60520256 0 139444 67109276 1006444 25740 2016520 2546944 0 0 0 0 0 0 12 0 0 58972180 0 0 15 0 0 0 0 168424 0 0 0 0 0 0 0 0 0
12 0 0 0 0 0 0 0 100 0 0 0 176 338 2 708 0 0.00 0.01 0.05 0 0 131804000 71283776 60520224 0 139444 67109276 1006444 25740 2016520 2546944 0 0 0 0 0 0 12 0 0 58972180 0 8 8 0 0 0 0 168424 0 2 2 0 8 8 0 0 0
13 0 0 0 0 0 0 0 100 0 0 0 106 142 0 708 1 0.00 0.01 0.05 0 0 131804000 71283776 60520224 0 139444 67109276 1006444 25740 2016520 2546944 0 0 0 0 0 0 12 0 0 58972180 0 0 2 0 0 0 0 168424 0 0 0 0 0 0 0 0 0
14 0 0 0 0 0 0 0 100 0 0 0 145 262 0 708 0 0.00 0.01 0.05 0 0 131804000 71283776 60520224 0 139444 67109276 1006444 25740 2016528 2546944 0 0 0 0 0 0 12 0 0 58972180 0 0 0 0 0 0 0 168424 0 0 0 0 0 0 0 0 0
15 0 0 0 0 0 0 0 100 0 0 0 149 214 0 708 0 0.00 0.01 0.05 1 0 131804000 71283652 60520348 0 139444 67109276 1006452 25740 2016528 2546944 0 0 0 0 0 0 12 0 0 58972180 0 0 31 0 0 0 0 168432 0 0 0 0 0 0 0 0 0
16 0 0 0 0 0 0 0 100 0 0 0 181 342 2 708 0 0.00 0.01 0.05 0 0 131804000 71283652 60520348 0 139444 67109276 1006452 25740 2016540 2546944 0 0 0 0 0 0 12 0 0 58972180 0 0 8 0 0 0 0 168432 0 0 0 0 0 0 0 0 0
17 0 0 0 0 0 0 0 100 0 0 0 128 164 0 708 0 0.00 0.01 0.05 0 0 131804000 71283668 60520332 0 139444 67109276 1006436 25740 2016540 2546944 0 0 0 0 0 0 12 0 0 58972180 0 78 0 0 0 0 0 168432 0 21 21 0 78 78 0 2 2
18 0 0 0 0 0 0 0 100 0 0 0 171 318 2 708 0 0.00 0.01 0.05 0 0 131804000 71283788 60520212 0 139444 67109276 1006436 25740 2016632 2546944 0 0 0 0 0 0 12 0 0 58972180 0 1 6 0 0 0 0 168432 0 2 2 0 1 1 0 0 0
19 0 0 0 0 0 0 0 100 0 0 0 152 216 0 708 0 0.00 0.01 0.05 0 0 131804000 71283820 60520180 0 139444 67109276 1006436 25740 2016632 2546944 0 0 0 0 0 0 12 0 0 58972180 0 0 0 0 0 0 0 168432 0 0 0 0 0 0 0 0 0
20 0 0 0 0 0 0 0 100 0 0 0 168 314 2 708 0 0.00 0.01 0.05 0 0 131804000 71283436 60520564 0 139444 67109276 1006436 25740 2016676 2546944 0 0 0 0 0 0 12 0 0 58972180 0 0 6 0 0 0 0 168432 0 0 0 0 0 0 0 0 0
21 0 0 0 0 0 0 0 100 0 0 0 127 180 0 708 0 0.00 0.01 0.05 0 0 131804000 71283468 60520532 0 139444 67109276 1006436 25740 2016676 2546944 0 0 0 0 0 0 12 0 0 58972180 0 0 0 0 0 0 0 168432 0 0 0 0 0 0 0 0 0
