Time [CPU]User% [CPU]Nice% [CPU]Sys% [CPU]Wait% [CPU]Irq% [CPU]Soft% [CPU]Steal% [CPU]Idle% [CPU]Totl% [CPU]Guest% [CPU]GuestN% [CPU]Intrpt/sec [CPU]Ctx/sec [CPU]Proc/sec [CPU]ProcQue [CPU]ProcRun [CPU]L-Avg1 [CPU]L-Avg5 [CPU]L-Avg15 [CPU]RunTot [CPU]BlkTot [MEM]Tot [MEM]Used [MEM]Free [MEM]Shared [MEM]Buf [MEM]Cached [MEM]Slab [MEM]Map [MEM]Anon [MEM]Commit [MEM]Locked [MEM]SwapTot [MEM]SwapUsed [MEM]SwapFree [MEM]SwapIn [MEM]SwapOut [MEM]Dirty [MEM]Clean [MEM]Laundry [MEM]Inactive [MEM]PageIn [MEM]PageOut [MEM]PageFaults [MEM]PageMajFaults [MEM]HugeTotal [MEM]HugeFree [MEM]HugeRsvd [MEM]SUnreclaim [DSK]ReadTot [DSK]WriteTot [DSK]OpsTot [DSK]ReadKBTot [DSK]WriteKBTot [DSK]KbTot [DSK]ReadMrgTot [DSK]WriteMrgTot [DSK]MrgTot
0 0 0 0 0 0 0 0 100 0 0 0 88 118 0 758 0 0.01 0.07 0.07 0 0 131754524 131268540 485984 0 0 128365676 1777324 15472 35192 337680 0 4194300 92184 4102116 0 0 0 0 0 128242472 0 0 12 0 0 0 0 328476 0 0 0 0 0 0 0 0 0
1 0 0 0 0 0 0 0 100 0 0 0 64 98 0 758 0 0.01 0.07 0.07 0 0 131754524 131268848 485676 0 0 128366124 1777504 16040 35260 337680 0 4194300 92184 4102116 0 0 0 0 0 128243124 0 0 4 0 0 0 0 328576 0 0 0 0 0 0 0 0 0
2 0 0 0 0 0 0 0 100 0 0 0 124 154 0 758 0 0.01 0.07 0.07 0 0 131754524 131268848 485676 0 0 128366124 1777504 16040 35272 337680 0 4194300 92184 4102116 0 0 0 0 0 128243124 0 0 5 0 0 0 0 328576 0 0 0 0 0 0 0 0 0
3 0 0 0 0 0 0 0 100 0 0 0 90 120 0 758 0 0.01 0.07 0.07 0 0 131754524 131268848 485676 0 0 128366124 1777504 16040 35272 337680 0 4194300 92184 4102116 0 0 0 0 0 128243124 0 0 3 0 0 0 0 328576 0 0 0 0 0 0 0 0 0
4 0 0 0 0 0 0 0 100 0 0 0 64 116 0 758 0 0.01 0.07 0.07 0 0 131754524 131269548 484976 0 0 128366124 1777552 15900 35336 337680 0 4194300 92184 4102116 0 0 4 0 0 128243140 0 0 3 0 0 0 0 328624 0 0 0 0 0 0 0 0 0
5 0 0 0 0 0 0 0 100 0 0 0 70 112 0 758 0 0.01 0.07 0.07 0 0 131754524 131269920 484604 0 0 128366124 1777564 15900 35264 337680 0 4194300 92184 4102116 0 0 4 0 0 128243196 0 0 5 0 0 0 0 328636 0 0 0 0 0 0 0 0 0
6 0 0 0 0 0 0 0 100 0 0 0 126 156 0 758 0 0.01 0.07 0.07 0 0 131754524 131269920 484604 0 0 128366124 1777564 15900 35268 337680 0 4194300 92184 4102116 0 0 4 0 0 128243196 0 0 2 0 0 0 0 328636 0 0 0 0 0 0 0 0 0
7 0 0 0 0 0 0 0 100 0 0 0 91 115 0 758 0 0.01 0.07 0.07 1 0 131754524 131269920 484604 0 0 128366124 1777564 15900 35276 337680 0 4194300 92184 4102116 0 0 4 0 0 128243196 0 0 70 0 0 0 0 328636 0 0 0 0 0 0 0 0 0
8 0 0 0 0 0 0 0 100 0 0 0 66 123 0 758 0 0.01 0.07 0.07 0 0 131754524 131269796 484728 0 0 128366124 1777564 15900 35280 337680 0 4194300 92184 4102116 0 0 4 0 0 128243196 0 0 1 0 0 0 0 328636 0 0 0 0 0 0 0 0 0
9 0 0 0 0 0 0 0 100 0 0 0 68 111 0 758 0 0.01 0.07 0.07 0 0 131754524 131269836 484688 0 0 128366124 1777608 15900 35284 337680 0 4194300 92184 4102116 0 0 4 0 0 128243196 0 0 122 0 0 0 0 328640 0 0 0 0 0 0 0 0 0
10 0 0 0 0 0 0 0 100 0 0 0 121 168 0 758 0 0.01 0.07 0.07 0 0 131754524 131269668 484856 0 0 128366124 1777440 15900 35284 337680 0 4194300 92184 4102116 0 0 4 0 0 128243196 0 0 1 0 0 0 0 328640 0 0 0 0 0 0 0 0 0
11 0 0 0 0 0 0 0 100 0 0 0 87 108 0 758 0 0.01 0.07 0.07 0 0 131754524 131269668 484856 0 0 128366124 1777440 15900 35292 337680 0 4194300 92184 4102116 0 0 4 0 0 128243196 0 0 0 0 0 0 0 328640 0 0 0 0 0 0 0 0 0
12 0 0 0 0 0 0 0 100 0 0 0 60 114 0 758 0 0.01 0.07 0.07 0 0 131754524 131269544 484980 0 0 128366124 1777440 15900 35292 337680 0 4194300 92184 4102116 0 0 4 0 0 128243196 0 0 2 0 0 0 0 328640 0 0 0 0 0 0 0 0 0
13 0 0 0 0 0 0 0 100 0 0 0 59 94 0 758 0 0.01 0.07 0.07 0 0 131754524 131269544 484980 0 0 128366124 1777440 15900 35300 337680 0 4194300 92184 4102116 0 0 4 0 0 128243196 0 0 0 0 0 0 0 328640 0 0 0 0 0 0 0 0 0
14 0 0 0 0 0 0 0 100 0 0 0 116 199 1 759 0 0.01 0.07 0.07 0 0 131754524 131269420 485104 0 0 128366124 1777440 15900 35300 337680 0 4194300 92184 4102116 0 0 4 0 0 128243196 0 3 0 0 0 0 0 328640 0 1 1 0 2 2 0 0 0
15 0 0 0 0 0 0 0 100 0 0 0 105 142 0 759 0 0.01 0.07 0.07 0 0 131754524 131269420 485104 0 0 128366124 1777440 15900 35300 337680 0 4194300 92184 4102116 0 0 4 0 0 128243196 0 21 0 0 0 0 0 328640 0 5 5 0 22 22 0 0 0
16 0 0 0 0 0 0 0 100 0 0 0 58 102 0 759 0 0.01 0.07 0.07 0 0 131754524 131269296 485228 0 0 128366124 1777440 15900 35300 337680 0 4194300 92184 4102116 0 0 4 0 0 128243196 0 0 0 0 0 0 0 328640 0 0 0 0 0 0 0 0 0
17 0 0 0 0 0 0 0 100 0 0 0 71 130 0 759 0 0.01 0.07 0.07 1 0 131754524 131269172 485352 0 0 128366124 1777440 15900 35300 337680 0 4194300 92184 4102116 0 0 4 0 0 128243196 0 0 24 0 0 0 0 328640 0 0 0 0 0 0 0 0 0
18 0 0 0 0 0 0 0 100 0 0 0 112 197 0 759 0 0.01 0.07 0.07 0 0 131754524 131269204 485320 0 0 128366124 1777476 15900 35300 337680 0 4194300 92184 4102116 0 0 4 0 0 128243196 0 0 0 0 0 0 0 328644 0 0 0 0 0 0 0 0 0
19 0 0 0 0 0 0 0 100 0 0 0 90 119 0 759 0 0.01 0.07 0.07 0 0 131754524 131269204 485320 0 0 128366124 1777476 15900 35300 337680 0 4194300 92184 4102116 0 0 4 0 0 128243196 0 0 0 0 0 0 0 328644 0 0 0 0 0 0 0 0 0
20 0 0 0 0 0 0 0 100 0 0 0 60 104 0 759 0 0.01 0.07 0.07 0 0 131754524 131269204 485320 0 0 128366124 1777476 15900 35300 337680 0 4194300 92184 4102116 0 0 4 0 0 128243196 0 0 0 0 0 0 0 328644 0 0 0 0 0 0 0 0 0
21 0 0 0 0 0 0 0 100 0 0 0 61 84 0 759 0 0.01 0.07 0.07 0 0 131754524 131269204 485320 0 0 128366124 1777476 15900 35300 337680 0 4194300 92184 4102116 0 0 4 0 0 128243196 0 0 0 0 0 0 0 328644 0 0 0 0 0 0 0 0 0
22 0 0 0 0 0 0 0 100 0 0 0 119 162 0 759 0 0.01 0.07 0.07 0 0 131754524 131269080 485444 0 0 128366124 1777476 15900 35300 337680 0 4194300 92184 4102116 0 0 4 0 0 128243196 0 0 0 0 0 0 0 328644 0 0 0 0 0 0 0 0 0
23 0 0 0 0 0 0 0 100 0 0 0 91 124 0 759 0 0.01 0.07 0.07 0 0 131754524 131269080 485444 0 0 128366124 1777476 15900 35300 337680 0 4194300 92184 4102116 0 0 4 0 0 128243196 0 0 0 0 0 0 0 328644 0 0 0 0 0 0 0 0 0
24 0 0 0 0 0 0 0 100 0 0 0 68 120 0 759 0 0.01 0.07 0.07 0 0 131754524 131269052 485472 0 0 128366124 1777476 15900 35300 337680 0 4194300 92184 4102116 0 0 4 0 0 128243196 0 0 0 0 0 0 0 328644 0 0 0 0 0 0 0 0 0
25 0 0 0 0 0 0 0 100 0 0 0 58 86 0 759 0 0.01 0.07 0.07 0 0 131754524 131269052 485472 0 0 128366124 1777476 15900 35300 337680 0 4194300 92184 4102116 0 0 4 0 0 128243196 0 0 0 0 0 0 0 328644 0 0 0 0 0 0 0 0 0
26 0 0 0 0 0 0 0 100 0 0 0 112 186 0 759 0 0.01 0.07 0.07 0 0 131754524 131269052 485472 0 0 128366124 1777476 15900 35300 337680 0 4194300 92184 4102116 0 0 4 0 0 128243196 0 15 0 0 0 0 0 328644 0 1 1 0 15 15 0 0 0
27 0 0 0 0 0 0 0 100 0 0 0 92 129 0 759 0 0.01 0.07 0.07 1 0 131754524 131269052 485472 0 0 128366124 1777476 15900 35300 337680 0 4194300 92184 4102116 0 0 4 0 0 128243196 0 0 25 0 0 0 0 328644 0 0 0 0 0 0 0 0 0
28 0 0 0 0 0 0 0 100 0 0 0 150 421 13 761 1 0.01 0.07 0.07 2 0 131754524 131269792 484732 0 0 128366296 1777940 16076 35944 339580 0 4194300 92184 4102116 0 0 4 0 0 128243320 148 0 3987 6 0 0 0 328988 12 0 12 148 0 148 0 0 0
