Time [CPU]User% [CPU]Nice% [CPU]Sys% [CPU]Wait% [CPU]Irq% [CPU]Soft% [CPU]Steal% [CPU]Idle% [CPU]Totl% [CPU]Guest% [CPU]GuestN% [CPU]Intrpt/sec [CPU]Ctx/sec [CPU]Proc/sec [CPU]ProcQue [CPU]ProcRun [CPU]L-Avg1 [CPU]L-Avg5 [CPU]L-Avg15 [CPU]RunTot [CPU]BlkTot [MEM]Tot [MEM]Used [MEM]Free [MEM]Shared [MEM]Buf [MEM]Cached [MEM]Slab [MEM]Map [MEM]Anon [MEM]Commit [MEM]Locked [MEM]SwapTot [MEM]SwapUsed [MEM]SwapFree [MEM]SwapIn [MEM]SwapOut [MEM]Dirty [MEM]Clean [MEM]Laundry [MEM]Inactive [MEM]PageIn [MEM]PageOut [MEM]PageFaults [MEM]PageMajFaults [MEM]HugeTotal [MEM]HugeFree [MEM]HugeRsvd [MEM]SUnreclaim [DSK]ReadTot [DSK]WriteTot [DSK]OpsTot [DSK]ReadKBTot [DSK]WriteKBTot [DSK]KbTot [DSK]ReadMrgTot [DSK]WriteMrgTot [DSK]MrgTot
0 0 0 0 0 0 0 0 100 0 0 0 134 185 0 705 0 0.00 0.01 0.05 0 0 131804000 30540940 101263060 0 0 28583384 271872 38856 681168 2515492 0 0 0 0 0 0 12 0 0 4980364 0 0 13 0 0 0 0 123912 0 0 0 0 0 0 0 0 0
1 0 0 0 0 0 0 0 100 0 0 0 146 292 2 705 0 0.00 0.01 0.05 0 0 131804000 30541064 101262936 0 0 28583384 271872 38856 681180 2515492 0 0 0 0 0 0 12 0 0 4980364 0 0 4 0 0 0 0 123912 0 0 0 0 0 0 0 0 0
2 0 0 0 0 0 0 0 100 0 0 0 171 266 0 705 0 0.00 0.01 0.05 1 0 131804000 30540968 101263032 0 0 28583384 271936 38856 681196 2515492 0 0 0 0 0 0 12 0 0 4980364 0 0 35 0 0 0 0 123912 0 0 0 0 0 0 0 0 0
3 0 0 0 0 0 0 0 100 0 0 0 146 297 2 705 0 0.00 0.01 0.05 0 0 131804000 30540256 101263744 0 0 28583400 271632 38856 681264 2515492 0 0 0 0 0 0 12 0 0 4980380 0 0 11 0 0 0 0 123608 0 0 0 0 0 0 0 0 0
4 0 0 0 0 0 0 0 100 0 0 0 133 178 0 705 0 0.00 0.01 0.05 0 0 131804000 30540272 101263728 0 0 28583400 271776 38856 681348 2515492 0 0 0 0 0 0 12 0 0 4980380 0 2 3 0 0 0 0 123752 0 2 2 0 2 2 0 0 0
5 0 0 0 0 0 0 0 100 0 0 0 149 298 2 705 0 0.00 0.01 0.05 0 0 131804000 30540560 101263440 0 0 28583400 271776 38760 681180 2515492 0 0 0 0 0 0 12 0 0 4980380 0 12 4 0 0 0 0 123752 0 3 3 0 12 12 0 0 0
6 0 0 0 0 0 0 0 100 0 0 0 202 324 0 705 0 0.00 0.01 0.05 0 0 131804000 30540400 101263600 0 0 28583400 271776 38760 681196 2515492 0 0 0 0 0 0 12 0 0 4980380 0 0 1 0 0 0 0 123752 0 0 0 0 0 0 0 0 0
7 0 0 0 0 0 0 0 100 0 0 0 174 313 0 705 0 0.00 0.01 0.05 0 0 131804000 30540244 101263756 0 0 28583400 271776 38760 681200 2515492 0 0 0 0 0 0 12 0 0 4980380 0 0 2 0 0 0 0 123752 0 0 0 0 0 0 0 0 0
8 0 0 0 0 0 0 0 100 0 0 0 160 242 2 705 0 0.00 0.01 0.05 0 0 131804000 30540244 101263756 0 0 28583400 271776 38760 681232 2515492 0 0 0 0 0 0 12 0 0 4980380 0 32 9 0 0 0 0 123752 0 10 10 0 32 32 0 0 0
9 0 0 0 0 0 0 0 100 0 0 0 159 338 0 705 0 0.00 0.01 0.05 0 0 131804000 30539964 101264036 0 0 28583400 271776 38760 681244 2515492 0 0 0 0 0 0 12 0 0 4980380 0 0 1 0 0 0 0 123752 0 0 0 0 0 0 0 0 0
10 0 0 0 0 0 0 0 100 0 0 0 192 308 2 705 0 0.00 0.01 0.05 0 0 131804000 30539996 101264004 0 0 28583400 271776 38760 681252 2515492 0 0 0 0 0 0 12 0 0 4980380 0 0 5 0 0 0 0 123752 0 0 0 0 0 0 0 0 0
11 0 0 0 0 0 0 0 100 0 0 0 138 264 0 705 0 0.00 0.01 0.05 0 0 131804000 30539932 101264068 0 0 28583400 271776 38760 681268 2515492 0 0 0 0 0 0 12 0 0 4980380 0 0 1 0 0 0 0 123752 0 0 0 0 0 0 0 0 0
