Time [CPU]User% [CPU]Nice% [CPU]Sys% [CPU]Wait% [CPU]Irq% [CPU]Soft% [CPU]Steal% [CPU]Idle% [CPU]Totl% [CPU]Guest% [CPU]GuestN% [CPU]Intrpt/sec [CPU]Ctx/sec [CPU]Proc/sec [CPU]ProcQue [CPU]ProcRun [CPU]L-Avg1 [CPU]L-Avg5 [CPU]L-Avg15 [CPU]RunTot [CPU]BlkTot [MEM]Tot [MEM]Used [MEM]Free [MEM]Shared [MEM]Buf [MEM]Cached [MEM]Slab [MEM]Map [MEM]Anon [MEM]Commit [MEM]Locked [MEM]SwapTot [MEM]SwapUsed [MEM]SwapFree [MEM]SwapIn [MEM]SwapOut [MEM]Dirty [MEM]Clean [MEM]Laundry [MEM]Inactive [MEM]PageIn [MEM]PageOut [MEM]PageFaults [MEM]PageMajFaults [MEM]HugeTotal [MEM]HugeFree [MEM]HugeRsvd [MEM]SUnreclaim [DSK]ReadTot [DSK]WriteTot [DSK]OpsTot [DSK]ReadKBTot [DSK]WriteKBTot [DSK]KbTot [DSK]ReadMrgTot [DSK]WriteMrgTot [DSK]MrgTot
0 1 0 0 0 0 0 0 98 1 0 0 1107 1226 8 693 1 0.00 0.03 0.05 1 0 131804000 1741992 130062008 0 1080 348820 153028 47820 241532 2549232 0 0 0 0 0 0 20 0 0 258996 5972 0 3616 13 0 0 0 106140 56 0 56 5976 0 5976 0 0 0
1 1 0 0 0 0 0 0 99 1 0 0 874 1211 5 696 0 0.00 0.03 0.05 0 0 131804000 1756188 130047812 0 1080 354728 153076 50156 249020 2558168 0 0 0 0 0 0 20 0 0 264396 6118 0 2992 11 0 0 0 106028 82 0 82 6110 0 6110 1 0 1
2 0 0 0 0 0 0 0 100 0 0 0 262 592 0 696 0 0.00 0.03 0.05 0 0 131804000 1757280 130046720 0 1080 355080 153364 50616 251860 2558168 0 0 0 0 0 0 32 0 0 265100 672 8 5 0 0 0 0 106044 84 2 86 672 8 680 0 0 0
3 0 0 0 0 0 0 0 100 0 0 0 226 600 2 696 0 0.08 0.04 0.05 0 0 131804000 1758416 130045584 0 1080 355080 153708 50616 251892 2558168 0 0 0 0 0 0 32 0 0 265104 688 32 7 0 0 0 0 106100 85 10 95 680 32 712 0 0 0
4 0 0 0 0 0 0 0 100 0 0 0 211 505 0 696 0 0.08 0.04 0.05 0 0 131804000 1759612 130044388 0 1080 355592 154136 50628 252004 2558168 0 0 0 0 0 0 32 0 0 265308 640 0 3 0 0 0 0 106160 81 0 81 648 0 648 0 0 0
5 0 0 0 0 0 0 0 100 0 0 0 508 2219 69 765 0 0.08 0.04 0.05 0 1 131804000 1775224 130028776 0 1080 367552 154136 52648 254812 3088264 0 0 0 0 0 0 44 0 0 276912 12290 0 1950 7 0 0 0 106160 126 0 126 12106 0 12106 0 0 0
6 0 1 1 1 0 0 0 97 2 0 0 1407 1193 0 765 1 0.08 0.04 0.05 3 0 131804000 2977024 128826976 0 1080 380444 154764 53352 1373408 5426304 0 0 0 0 0 0 44 0 0 289880 12928 0 80624 0 0 0 0 106276 164 0 164 13120 0 13120 0 0 0
7 0 2 0 0 0 0 0 97 3 0 0 1224 503 2 765 1 0.08 0.04 0.05 1 0 131804000 3484156 128319844 0 1080 380448 154764 53360 1946800 5931584 0 0 0 0 0 0 48 0 0 289880 0 0 21876 0 0 0 0 106276 0 0 0 0 0 0 0 0 0
8 0 3 0 0 0 0 0 97 3 0 0 1235 481 0 765 1 0.16 0.06 0.06 1 0 131804000 3484168 128319832 0 1080 380448 154764 53360 1946804 5931584 0 0 0 0 0 0 48 0 0 289880 0 0 11582 0 0 0 0 106276 0 0 0 0 0 0 0 0 0
9 0 2 0 0 0 0 0 97 3 0 0 1297 660 2 765 1 0.16 0.06 0.06 1 0 131804000 3483928 128320072 0 1080 380456 154764 53360 1946808 5931584 0 0 0 0 0 0 56 0 0 289880 0 2 11789 0 0 0 0 106276 0 2 2 0 2 2 0 0 0
